sr_no,date,startup,industry,sub_vertical,city,investors,investment_type,amount_usd,amount_inr_crore,year,month
1808,2016-04-26,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"Idfc Spice Fund, Micromax Informatics",Private Equity,15000000.0,126.0,2016,April
1809,2016-04-26,ClearTax,Consumer Internet,Online filing of Tax returns,Bengaluru,"Max Levchin, Scott Banister",Private Equity,1300000.0,10.92,2016,April
1810,2016-04-26,Roposo,eCommerce,Social Fashion ECommerce Discovery platform,Gurugram,Bertelsmann India Investments,Private Equity,15000000.0,126.0,2016,April
1811,2016-04-27,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurugram,Evc Ventures,Seed Funding,500000.0,4.2,2016,April
1812,2016-04-27,CareonGO,Consumer Internet,Online Pharmacy,Unknown,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,0.0,0.0,2016,April
1813,2016-04-27,RailYatri,Consumer Internet,Train Related Information portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,0.0,0.0,2016,April
1814,2016-04-27,ICHR,Consumer Internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed Funding,450000.0,3.78,2016,April
1815,2016-04-27,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Axilor Ventures,Private Equity,0.0,0.0,2016,April
1816,2016-04-28,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other Unnamed Investors,Seed Funding,600000.0,5.04,2016,April
1817,2016-04-28,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bengaluru,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000.0,10.08,2016,April
1818,2016-04-29,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"Rb Investments, Fundnel",Seed Funding,500000.0,4.2,2016,April
1819,2016-04-29,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,Vcommission,Private Equity,100000.0,0.84,2016,April
1820,2016-03-01,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bengaluru,Unitus Seed Fund,Seed Funding,0.0,0.0,2016,March
1821,2016-03-01,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bengaluru,Roundglass Partners,Private Equity,0.0,0.0,2016,March
1822,2016-03-01,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,0.0,0.0,2016,March
1823,2016-03-01,IQlect,Technology,Big Data Analytics Platform,Bengaluru,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,0.0,0.0,2016,March
1824,2016-03-02,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,Yournest Angel Fund,Private Equity,600000.0,5.04,2016,March
1825,2016-03-02,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Seattle / Bangalore,"Kludein Llc\\Nphanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,0.0,0.0,2016,March
1826,2016-03-02,Systemantics,Technology,Industrial robots maker,Bengaluru,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0,11.76,2016,March
1827,2016-03-03,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed Funding,0.0,0.0,2016,March
1828,2016-03-03,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0,8.4,2016,March
1829,2016-03-03,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,3 Undisclosed Investors,Seed Funding,500000.0,4.2,2016,March
1830,2016-03-04,TinyStep,Consumer Internet,Parenting Social Network Platform,Bengaluru,Matt Glickman,Private Equity,0.0,0.0,2016,March
1831,2016-03-04,Aahaa,ECommerce,Office Products Super Store,Chennai,Yournest Angel Fund,Private Equity,1000000.0,8.4,2016,March
1832,2016-03-04,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,0.0,0.0,2016,March
1833,2016-03-04,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,Ivycamp Ventures,Seed Funding,150000.0,1.26,2016,March
1834,2016-03-04,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,Manoj Kumar & Other Undisclosed Investors,Seed Funding,0.0,0.0,2016,March
1835,2016-03-04,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurugram,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.0,0.84,2016,March
1836,2016-03-04,Tarusa World,ECommerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed Funding,0.0,0.0,2016,March
1837,2016-03-04,medECUBE,Healthcare,Healthcare related Services provider,Gurugram,Artiman Ventures,Private Equity,4000000.0,33.6,2016,March
1838,2016-03-07,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.0,4.2,2016,March
1839,2016-03-07,Ninjacart,ECommerce,B2B marketplace for Farmers & Retailers,Bengaluru,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.0,25.2,2016,March
1840,2016-03-07,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bengaluru,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000.0,4.2,2016,March
1841,2016-03-07,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Venture,Seed Funding,250000.0,2.1,2016,March
1842,2016-03-07,Wooplr,ECommerce,Curated Fashion ECommerce portal,Bengaluru,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,0.0,0.0,2016,March
1843,2016-03-07,Medidaili,Consumer Internet,Medical Support service platform,Bengaluru,Undisclosed Private Investors,Seed Funding,100000.0,0.84,2016,March
1844,2016-03-08,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,Matrix Partners India,Private Equity,0.0,0.0,2016,March
1845,2016-03-08,Cookaroo,Consumer Internet,Food Delivery Platform,Bengaluru,Vijay Krishna Yadav,Seed Funding,0.0,0.0,2016,March
1846,2016-03-08,vPhrase Analytics,Technology,AI based data analytics platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali And Others",Seed Funding,0.0,0.0,2016,March
1847,2016-03-08,LoveCycles,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bengaluru,Prime Venture Partners,Seed Funding,750000.0,6.3,2016,March
1848,2016-03-08,Kartrocket,ECommerce,ECommerce SAAS platform,New Delhi,"Undisclosed Japanese Investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.0,67.2,2016,March
1849,2016-03-08,dunzo,Consumer Internet,Daily Task Management App,Bengaluru,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000.0,5.46,2016,March
1850,2016-03-09,Indiamart,ECommerce,B2B Marketplace for SMBs,Noida,Amadeus Capital,Private Equity,0.0,0.0,2016,March
1851,2016-03-09,SmartVizX,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,4.2,2016,March
1852,2016-03-09,MyGubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bengaluru,"Vipul Parekh, Ajesh K Murthy,",Seed Funding,2500000.0,21.0,2016,March
1853,2016-03-09,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,Purpletalk Inc,Seed Funding,1000000.0,8.4,2016,March
1854,2016-03-09,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,0.0,0.0,2016,March
1855,2016-03-09,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other Angel Investors,Seed Funding,400000.0,3.36,2016,March
1856,2016-03-09,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurugram,"Puneet Gupta,",Seed Funding,0.0,0.0,2016,March
1857,2016-03-10,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,New Delhi,3 Undisclosed Investors,Private Equity,11100000.0,93.24,2016,March
1858,2016-03-10,Stylflip,ECommerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,0.0,0.0,2016,March
1859,2016-03-10,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0,126.0,2016,March
1860,2016-03-10,Supplified,ECommerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding,1000000.0,8.4,2016,March
1861,2016-03-11,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak Parikh,Seed Funding,0.0,0.0,2016,March
1862,2016-03-14,PinkBlue,ECommerce,Medical Supplies eTailer,Bengaluru,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608.0,1.88,2016,March
1863,2016-03-14,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,14900000.0,125.16,2016,March
1864,2016-03-14,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,Hemang Sahani,Seed Funding,0.0,0.0,2016,March
1865,2016-03-15,FlipClass,Consumer Internet,Tutor Search Platform,Bengaluru,"S Chand And Co Pvt Ltd, Blume Ventures",Private Equity,1000000.0,8.4,2016,March
1866,2016-03-15,Proximit,Technology,Advertising Technology,Pune,Funding Through 1Crowd Platform,Seed Funding,150000.0,1.26,2016,March
1867,2016-03-15,WithMe,Consumer Internet,Personalized Fashion App,Gurugram,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,250000.0,2.1,2016,March
1868,2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bengaluru,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,180000.0,1.51,2016,March
1869,2016-03-16,Avagmah,Consumer Internet,Online Education Portal,Bengaluru,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,0.0,0.0,2016,March
1870,2016-03-16,WorkIndia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Funding,0.0,0.0,2016,March
1871,2016-03-16,Wealthy,Consumer Internet,Online Investment management portal,Bengaluru,"Zishaan Hayath, Abhishek Goyal, Arjun And Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,250000.0,2.1,2016,March
1872,2016-03-17,Pramati,Healthcare,Specialized Patient Care platform,Noida,3 Undisclosed Investors,Seed Funding,200000.0,1.68,2016,March
1873,2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurugram,Swastika Company Ltd,Seed Funding,230000.0,1.93,2016,March
1874,2016-03-17,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,3 Undisclosed Investors,Seed Funding,800000.0,6.72,2016,March
1875,2016-03-17,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,108000.0,0.91,2016,March
1876,2016-03-18,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other Unnamed Investors,Private Equity,1500000.0,12.6,2016,March
1877,2016-03-19,goSporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding,30000.0,0.25,2016,March
1878,2016-03-21,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurugram,Unitus Seed Fund,Seed Funding,0.0,0.0,2016,March
1879,2016-03-21,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,0.0,0.0,2016,March
1880,2016-03-21,Room On Call,Consumer Internet,Budget hotel aggregator,Gurugram,Cashurdrive Marketing Pvt Ltd,Private Equity,2000000.0,16.8,2016,March
1881,2016-03-22,Byju\\xe2\\x80\\x99s,Consumer Internet,Educational Video Content Creator,Bengaluru,"Sequoia India, Sofina",Private Equity,75000000.0,630.0,2016,March
1882,2016-03-22,BigBasket,eCommerce,Online Grocery Shop,Bengaluru,Abraaj Group,Private Equity,150000000.0,1260.0,2016,March
1883,2016-03-22,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bengaluru,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,600000.0,5.04,2016,March
1884,2016-03-22,Smartron,Technology,Internet of Things Device manufacturer,Bengaluru,Sachin Tendulkar,Private Equity,0.0,0.0,2016,March
1885,2016-03-22,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,0.0,0.0,2016,March
1886,2016-03-22,CreditSeva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority Of Singapore",Seed Funding,360000.0,3.02,2016,March
1887,2016-03-22,CityShor,Consumer Internet,online lifestyle media recommendation portal,Ahmedabad,Gain,Seed Funding,0.0,0.0,2016,March
1888,2016-03-23,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,100000.0,0.84,2016,March
1889,2016-03-23,SP Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed Funding,300000.0,2.52,2016,March
1890,2016-03-23,StalkBuyLove,eCommerce,Fashion eTailer,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,0.0,0.0,2016,March
1891,2016-03-23,eKincare,Consumer Internet,Healthcare related solutions,Hyderabad,"Bitchemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000.0,2.77,2016,March
1892,2016-03-23,HashLearn,Consumer Internet,Mobile based private tutoring services,Unknown,"Bhavish Aggarwal, Binny Bansal,\\Xc2\\Xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,0.0,0.0,2016,March
1893,2016-03-23,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bengaluru,Broadbean Capital Services,Private Equity,500000.0,4.2,2016,March
1894,2016-03-24,Horntell,Consumer Internet,Unified Push Notification service,Gurugram,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150000.0,1.26,2016,March
1895,2016-03-28,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,3 Undisclosed Investors,Seed Funding,300000.0,2.52,2016,March
1896,2016-03-29,HealthEminds,Consumer Internet,Online mental healthcare,Bengaluru,Robin Utthappa,Seed Funding,0.0,0.0,2016,March
1897,2016-03-29,Babygogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,300000.0,2.52,2016,March
1898,2016-03-29,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,4700000.0,39.48,2016,March
1899,2016-03-29,QikShip,Consumer Internet,Mobile based Logistics provider,New Delhi,3 Undisclosed Investors,Seed Funding,200000.0,1.68,2016,March
1900,2016-03-29,FixNix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding,500000.0,4.2,2016,March
1901,2016-03-30,True Balance,Technology,Mobile Balance Check App,Gurugram,Softbank Ventures Korea,Private Equity,0.0,0.0,2016,March
1902,2016-03-30,Touchkin,Healthcare,Predictive Healthcare platform,Bengaluru,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,400000.0,3.36,2016,March
1903,2016-03-31,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,0.0,0.0,2016,March
1904,2016-03-31,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,"Idg, Indian Angel Network",Seed Funding,0.0,0.0,2016,March
1905,2016-02-01,Blue Tokai Coffee,ECommerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed Funding,0.0,0.0,2016,February
1906,2016-02-02,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\Xc2\\Xa0 Lumis Partners",Private Equity,4000000.0,33.6,2016,February
1907,2016-02-02,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bengaluru,"T V Mohandas Pai,\\Xc2\\Xa0 Aarin Capital",Seed Funding,0.0,0.0,2016,February
1908,2016-02-02,Strike,Consumer Internet,Mobile Email productivity tool,Bengaluru,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0,0.19,2016,February
1909,2016-02-02,MaaxMarket,Consumer Internet,Marketing Automation platform,Unknown,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0,0.19,2016,February
1910,2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurugram,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0,0.19,2016,February
1911,2016-02-02,SoundSurround,Technology,Audio Technology Solutions,Mumbai,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0,0.19,2016,February
1912,2016-02-03,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd,Seed Funding,1000000.0,8.4,2016,February
1913,2016-02-03,RoadGods,ECommerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures,Seed Funding,100000.0,0.84,2016,February
1914,2016-02-03,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures,Seed Funding,100000.0,0.84,2016,February
1915,2016-02-03,Woodpie,Consumer Internet,Book Recommendation Service,Bengaluru,Ingram Content Group,Seed Funding,30000.0,0.25,2016,February
1916,2016-02-04,Perfumery,ECommerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed Funding,30000.0,0.25,2016,February
1917,2016-02-05,Magic Crate,Education,Children Education Platform,Bengaluru,"Tv Mohandas Pai, Aarin Capital",Seed Funding,0.0,0.0,2016,February
1918,2016-02-05,ZenDrive,Technology,Safe Driving Data & Analytics platform,Bangalore / SFO,"Sherpa Capital, Nyca Partners And Thomvest Ventures",Private Equity,13500000.0,113.4,2016,February
1919,2016-02-05,Smartcooky,ECommerce,Marketplace for Health Foods,New Delhi,"Vandana Luthra,",Private Equity,0.0,0.0,2016,February
1920,2016-02-05,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Nexus Venture Partners,Private Equity,0.0,0.0,2016,February
1921,2016-02-05,BHIVE,Real Estate,Workspace Rentals,Bengaluru,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,0.0,0.0,2016,February
1922,2016-02-05,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, Tv Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0,8.4,2016,February
1923,2016-02-05,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,3 Undisclosed Investors,Seed Funding,81000.0,0.68,2016,February
1924,2016-02-05,DawaiLelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,3 Undisclosed Investors,Seed Funding,52000.0,0.44,2016,February
1925,2016-02-06,Heads Up For Tails,Ecommerce,Pet Products eTailer,New Delhi,3 Undisclosed Investors,Seed Funding,1000000.0,8.4,2016,February
1926,2016-02-06,LiveNutriFit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,0.0,0.0,2016,February
